Today''s Date,3/6/2020,Date of Test:,2/28/2020,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\MV22274-2a.034,Procedure,MV22274-2.000,,SCap,1,C Rate
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time
"2,926",0,3,120,1.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 17:57
"2,927",0,3,120,1.326808333,0.00E+00,0,0,0.27,R,1,3/4/2020 18:02
"2,928",0,3,120,1.410141667,0.00E+00,0,0,0.27,R,1,3/4/2020 18:07
"2,929",0,3,120,1.493475,0.00E+00,0,0,0.27,R,1,3/4/2020 18:12
"2,930",0,3,120,1.576808333,0.00E+00,0,0,0.27,R,1,3/4/2020 18:17
"2,931",0,3,120,1.660141667,0.00E+00,0,0,0.27,R,1,3/4/2020 18:22
"2,932",0,3,121,1.743475,0.00E+00,0,0,0.27,R,1,3/4/2020 18:27
"2,933",0,3,121,1.826808333,0.00E+00,0,0,0.27,R,1,3/4/2020 18:32
"2,934",0,3,121,1.910141667,0.00E+00,0,0,0.27,R,1,3/4/2020 18:37
"2,935",0,3,121,1.993475,0.00E+00,0,0,0.27,R,1,3/4/2020 18:42
"2,936",0,3,121,2.076808333,0.00E+00,0,0,0.27,R,1,3/4/2020 18:47
"2,937",0,3,121,2.160141667,0.00E+00,0,0,0.27,R,1,3/4/2020 18:52
"2,938",0,3,121,2.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 18:57
"2,939",0,3,121,2.326808333,0.00E+00,0,0,0.27,R,1,3/4/2020 19:02
"2,940",0,3,121,2.410141667,0.00E+00,0,0,0.27,R,1,3/4/2020 19:07
"2,941",0,3,121,2.493475,0.00E+00,0,0,0.27,R,1,3/4/2020 19:12
"2,942",0,3,121,2.576808333,0.00E+00,0,0,0.27,R,1,3/4/2020 19:17
"2,943",0,3,121,2.660141667,0.00E+00,0,0,0.27,R,1,3/4/2020 19:22
"2,944",0,3,122,2.743475,0.00E+00,0,0,0.27,R,1,3/4/2020 19:27
"2,945",0,3,122,2.826808333,0.00E+00,0,0,0.27,R,1,3/4/2020 19:32
"2,946",0,3,122,2.910141667,0.00E+00,0,0,0.27,R,1,3/4/2020 19:37
"2,947",0,3,122,2.993475,0.00E+00,0,0,0.27,R,1,3/4/2020 19:42
"2,948",0,3,122,3.076808333,0.00E+00,0,0,0.27,R,1,3/4/2020 19:47
"2,949",0,3,122,3.160141667,0.00E+00,0,0,0.27,R,1,3/4/2020 19:52
"2,950",0,3,122,3.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 19:57
"2,951",0,3,122,3.326808333,0.00E+00,0,0,0.27,R,1,3/4/2020 20:02
"2,952",0,3,122,3.410141667,0.00E+00,0,0,0.27,R,1,3/4/2020 20:07
"2,953",0,3,122,3.493475,0.00E+00,0,0,0.27,R,1,3/4/2020 20:12
"2,954",0,3,122,3.576808333,0.00E+00,0,0,0.27,R,1,3/4/2020 20:17
"2,955",0,3,122,3.660141667,0.00E+00,0,0,0.27,R,1,3/4/2020 20:22
"2,956",0,3,123,3.743475,0.00E+00,0,0,0.27,R,1,3/4/2020 20:27
"2,957",0,3,123,3.826808333,0.00E+00,0,0,0.27,R,1,3/4/2020 20:32
"2,958",0,3,123,3.910141667,0.00E+00,0,0,0.27,R,1,3/4/2020 20:37
"2,959",0,3,123,3.993475,0.00E+00,0,0,0.27,R,1,3/4/2020 20:42
"2,960",0,3,123,4.076808333,0.00E+00,0,0,0.27,R,1,3/4/2020 20:47
"2,961",0,3,123,4.160141667,0.00E+00,0,0,0.27,R,1,3/4/2020 20:52
"2,962",0,3,123,4.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 20:57
"2,963",0,3,123,4.326808333,0.00E+00,0,0,0.27,R,1,3/4/2020 21:02
"2,964",0,3,123,4.410141667,0.00E+00,0,0,0.27,R,1,3/4/2020 21:07
"2,965",0,3,123,4.493475,0.00E+00,0,0,0.27,R,1,3/4/2020 21:12
"2,966",0,3,123,4.576808333,0.00E+00,0,0,0.27,R,1,3/4/2020 21:17
"2,967",0,3,123,4.660141667,0.00E+00,0,0,0.27,R,1,3/4/2020 21:22
"2,968",0,3,124,4.743475,0.00E+00,0,0,0.27,R,1,3/4/2020 21:27
"2,969",0,3,124,4.826808333,0.00E+00,0,0,0.27,R,1,3/4/2020 21:32
"2,970",0,3,124,4.910141667,0.00E+00,0,0,0.27,R,1,3/4/2020 21:37
"2,971",0,3,124,4.993475,0.00E+00,0,0,0.27,R,1,3/4/2020 21:42
"2,972",0,3,124,5.076808333,0.00E+00,0,0,0.27,R,1,3/4/2020 21:47
"2,973",0,3,124,5.160141667,0.00E+00,0,0,0.27,R,1,3/4/2020 21:52
"2,974",0,3,124,5.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 21:57
"2,975",0,3,124,5.326808333,0.00E+00,0,0,0.27,R,1,3/4/2020 22:02
"2,976",0,3,124,5.410141667,0.00E+00,0,0,0.27,R,1,3/4/2020 22:07
"2,977",0,3,124,5.493475,0.00E+00,0,0,0.27,R,1,3/4/2020 22:12
"2,978",0,3,124,5.576808333,0.00E+00,0,0,0.27,R,1,3/4/2020 22:17
"2,979",0,3,124,5.660141667,0.00E+00,0,0,0.27,R,1,3/4/2020 22:22
"2,980",0,3,125,5.743475,0.00E+00,0,0,0.27,R,1,3/4/2020 22:27
"2,981",0,3,125,5.826808333,0.00E+00,0,0,0.27,R,1,3/4/2020 22:32
"2,982",0,3,125,5.910141667,0.00E+00,0,0,0.27,R,1,3/4/2020 22:37
"2,983",0,3,125,5.993475,0.00E+00,0,0,0.27,R,1,3/4/2020 22:42
"2,984",0,3,125,6.076808333,0.00E+00,0,0,0.27,R,1,3/4/2020 22:47
"2,985",0,3,125,6.160141667,0.00E+00,0,0,0.27,R,1,3/4/2020 22:52
"2,986",0,3,125,6.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 22:57
"2,987",0,3,125,6.326808333,0.00E+00,0,0,0.27,R,1,3/4/2020 23:02
"2,988",0,3,125,6.410141667,0.00E+00,0,0,0.27,R,1,3/4/2020 23:07
"2,989",0,3,125,6.493475,0.00E+00,0,0,0.27,R,1,3/4/2020 23:12
"2,990",0,3,125,6.576808333,0.00E+00,0,0,0.27,R,1,3/4/2020 23:17
"2,991",0,3,125,6.660141667,0.00E+00,0,0,0.27,R,1,3/4/2020 23:22
"2,992",0,3,126,6.743475,0.00E+00,0,0,0.27,R,1,3/4/2020 23:27
"2,993",0,3,126,6.826808333,0.00E+00,0,0,0.27,R,1,3/4/2020 23:32
"2,994",0,3,126,6.910141667,0.00E+00,0,0,0.27,R,1,3/4/2020 23:37
"2,995",0,3,126,6.993475,0.00E+00,0,0,0.27,R,1,3/4/2020 23:42
"2,996",0,3,126,7.076808333,0.00E+00,0,0,0.27,R,1,3/4/2020 23:47
"2,997",0,3,126,7.160141667,0.00E+00,0,0,0.27,R,1,3/4/2020 23:52
"2,998",0,3,126,7.243475,0.00E+00,0,0,0.27,R,1,3/4/2020 23:57
"2,999",0,3,126,7.326808333,0.00E+00,0,0,0.27,R,1,3/5/2020 0:02
"3,000",0,3,126,7.410141667,0.00E+00,0,0,0.27,R,1,3/5/2020 0:07
"3,001",0,3,126,7.493475,0.00E+00,0,0,0.27,R,1,3/5/2020 0:12
"3,002",0,3,126,7.576808333,0.00E+00,0,0,0.27,R,1,3/5/2020 0:17
"3,003",0,3,126,7.660141667,0.00E+00,0,0,0.27,R,1,3/5/2020 0:22
"3,004",0,3,127,7.743475,0.00E+00,0,0,0.27,R,1,3/5/2020 0:27
"3,005",0,3,127,7.826808333,0.00E+00,0,0,0.27,R,1,3/5/2020 0:32
"3,006",0,3,127,7.910141667,0.00E+00,0,0,0.27,R,1,3/5/2020 0:37
"3,007",0,3,127,7.993475,0.00E+00,0,0,0.27,R,1,3/5/2020 0:42
"3,008",0,3,127,8.076808333,0.00E+00,0,0,0.27,R,1,3/5/2020 0:47
"3,009",0,3,127,8.160141667,0.00E+00,0,0,0.27,R,1,3/5/2020 0:52
"3,010",0,3,127,8.243475,0.00E+00,0,0,0.27,R,1,3/5/2020 0:57
"3,011",0,3,127,8.326808333,0.00E+00,0,0,0.27,R,1,3/5/2020 1:02
"3,012",0,3,127,8.410141667,0.00E+00,0,0,0.27,R,1,3/5/2020 1:07
"3,013",0,3,127,8.493475,0.00E+00,0,0,0.27,R,1,3/5/2020 1:12
"3,014",0,3,127,8.576808333,0.00E+00,0,0,0.27,R,1,3/5/2020 1:17
"3,015",0,3,127,8.660141667,0.00E+00,0,0,0.27,R,1,3/5/2020 1:22
"3,016",0,3,128,8.743475,0.00E+00,0,0,0.27,R,1,3/5/2020 1:27
"3,017",0,3,128,8.826808333,0.00E+00,0,0,0.27,R,1,3/5/2020 1:32
"3,018",0,3,128,8.910141667,0.00E+00,0,0,0.27,R,1,3/5/2020 1:37
"3,019",0,3,128,8.993475,0.00E+00,0,0,0.27,R,1,3/5/2020 1:42
"3,020",0,3,128,9.076808333,0.00E+00,0,0,0.27,R,1,3/5/2020 1:47
"3,021",0,3,128,9.160141667,0.00E+00,0,0,0.27,R,1,3/5/2020 1:52
"3,022",0,3,128,9.243475,0.00E+00,0,0,0.27,R,1,3/5/2020 1:57
"3,023",0,3,128,9.326808333,0.00E+00,0,0,0.27,R,1,3/5/2020 2:02
"3,024",0,3,128,9.410141667,0.00E+00,0,0,0.27,R,1,3/5/2020 2:07
"3,025",0,3,128,9.493475,0.00E+00,0,0,0.27,R,1,3/5/2020 2:12
"3,026",0,3,128,9.576808333,0.00E+00,0,0,0.27,R,1,3/5/2020 2:17
"3,027",0,3,128,9.660141667,0.00E+00,0,0,0.27,R,1,3/5/2020 2:22
"3,028",0,3,129,9.743475,0.00E+00,0,0,0.27,R,1,3/5/2020 2:27
"3,029",0,3,129,9.826808333,0.00E+00,0,0,0.27,R,1,3/5/2020 2:32
"3,030",0,3,129,9.910141667,0.00E+00,0,0,0.27,R,1,3/5/2020 2:37
"3,031",0,3,129,9.993475,0.00E+00,0,0,0.27,R,1,3/5/2020 2:42
"3,032",0,3,129,10.07680833,0.00E+00,0,0,0.27,R,1,3/5/2020 2:47
"3,033",0,3,129,10.16014167,0.00E+00,0,0,0.27,R,1,3/5/2020 2:52
"3,034",0,3,129,10.243475,0.00E+00,0,0,0.27,R,1,3/5/2020 2:57
"3,035",0,3,129,10.32680833,0.00E+00,0,0,0.27,R,1,3/5/2020 3:02
"3,036",0,3,129,10.41014167,0.00E+00,0,0,0.27,R,1,3/5/2020 3:07
"3,037",0,3,129,10.493475,0.00E+00,0,0,0.27,R,1,3/5/2020 3:12
"3,038",0,3,129,10.57680833,0.00E+00,0,0,0.27,R,1,3/5/2020 3:17
"3,039",0,3,129,10.66014167,0.00E+00,0,0,0.27,R,1,3/5/2020 3:22
"3,040",0,3,130,10.743475,0.00E+00,0,0,0.27,R,1,3/5/2020 3:27
"3,041",0,3,130,10.82680833,0.00E+00,0,0,0.27,R,1,3/5/2020 3:32
"3,042",0,3,130,10.91014167,0.00E+00,0,0,0.27,R,1,3/5/2020 3:37
"3,043",0,3,130,10.993475,0.00E+00,0,0,0.27,R,1,3/5/2020 3:42
"3,044",0,3,130,11.07680833,0.00E+00,0,0,0.27,R,1,3/5/2020 3:47
"3,045",0,3,130,11.16014167,0.00E+00,0,0,0.27,R,1,3/5/2020 3:52
"3,046",0,3,130,11.243475,0.00E+00,0,0,0.27,R,1,3/5/2020 3:57
"3,047",0,3,130,11.32680833,0.00E+00,0,0,0.27,R,1,3/5/2020 4:02
"3,048",0,3,130,11.41014167,0.00E+00,0,0,0.27,R,1,3/5/2020 4:07
"3,049",0,3,130,11.493475,0.00E+00,0,0,0.27,R,1,3/5/2020 4:12
"3,050",0,3,130,11.57680833,0.00E+00,0,0,0.27,R,1,3/5/2020 4:17
"3,051",0,3,130,11.66014167,0.00E+00,0,0,0.27,R,1,3/5/2020 4:22
"3,052",0,3,131,11.743475,0.00E+00,0,0,0.27,R,1,3/5/2020 4:27
"3,053",0,3,131,11.82680833,0.00E+00,0,0,0.27,R,1,3/5/2020 4:32
"3,054",0,3,131,11.91014167,0.00E+00,0,0,0.27,R,1,3/5/2020 4:37
"3,055",0,3,131,11.993475,0.00E+00,0,0,0.27,R,1,3/5/2020 4:42
"3,056",0,3,131,12,0.00E+00,0,0,0.27,R,129,3/5/2020 4:42
"3,057",0,2,131,0.000008333,9.81E-07,0,0.3,0.29,C,0,3/5/2020 4:42
"3,058",0,2,131,0.001130556,3.38E-04,0,0.3,0.3,C,5,3/5/2020 4:42
"3,059",0,2,131,0.003883333,1.16E-03,0,0.3,0.31,C,5,3/5/2020 4:42
"3,060",0,2,131,0.007466667,2.24E-03,0,0.3,0.32,C,5,3/5/2020 4:42
"3,061",0,2,131,0.011638889,3.49E-03,0,0.3,0.33,C,5,3/5/2020 4:43
"3,062",0,2,131,0.01675,5.02E-03,0,0.3,0.34,C,5,3/5/2020 4:43
"3,063",0,2,131,0.023575,7.07E-03,0,0.3,0.35,C,5,3/5/2020 4:43
"3,064",0,2,131,0.031908333,9.57E-03,0,0.3,0.36,C,1,3/5/2020 4:44
"3,065",0,2,131,0.040241667,1.21E-02,0,0.3,0.37,C,1,3/5/2020 4:44
"3,066",0,2,131,0.048575,1.46E-02,0,0.3,0.37,C,1,3/5/2020 4:45
"3,067",0,2,131,0.056908333,1.71E-02,0,0.3,0.37,C,1,3/5/2020 4:45
"3,068",0,2,131,0.065241667,1.96E-02,0,0.3,0.37,C,1,3/5/2020 4:46
"3,069",0,2,131,0.073575,2.21E-02,0,0.3,0.37,C,1,3/5/2020 4:46
"3,070",0,2,131,0.081908333,2.46E-02,0,0.3,0.38,C,1,3/5/2020 4:47
"3,071",0,2,131,0.090241667,2.71E-02,0,0.3,0.38,C,1,3/5/2020 4:47
"3,072",0,2,131,0.098575,2.96E-02,0,0.3,0.38,C,1,3/5/2020 4:48
"3,073",0,2,131,0.106908333,3.21E-02,0,0.3,0.38,C,1,3/5/2020 4:48
"3,074",0,2,131,0.115241667,3.46E-02,0,0.3,0.38,C,1,3/5/2020 4:49
"3,075",0,2,131,0.123575,3.71E-02,0,0.3,0.38,C,1,3/5/2020 4:49
"3,076",0,2,131,0.131908333,3.96E-02,0,0.3,0.38,C,1,3/5/2020 4:50
"3,077",0,2,131,0.140241667,4.21E-02,0,0.3,0.38,C,1,3/5/2020 4:50
"3,078",0,2,131,0.148575,4.46E-02,0,0.3,0.38,C,1,3/5/2020 4:51
"3,079",0,2,131,0.156908333,4.71E-02,0,0.3,0.38,C,1,3/5/2020 4:51
"3,080",0,2,131,0.165241667,4.96E-02,0,0.3,0.38,C,1,3/5/2020 4:52
"3,081",0,2,131,0.173575,5.21E-02,0,0.3,0.38,C,1,3/5/2020 4:52
"3,082",0,2,131,0.181908333,5.46E-02,0,0.3,0.38,C,1,3/5/2020 4:53
"3,083",0,2,131,0.190241667,5.71E-02,0,0.3,0.38,C,1,3/5/2020 4:53
"3,084",0,2,131,0.198575,5.96E-02,0,0.3,0.38,C,1,3/5/2020 4:54
"3,085",0,2,131,0.206908333,6.21E-02,0,0.3,0.38,C,1,3/5/2020 4:54
"3,086",0,2,131,0.215241667,6.46E-02,0,0.3,0.38,C,1,3/5/2020 4:55
"3,087",0,2,131,0.223575,6.71E-02,0,0.3,0.38,C,1,3/5/2020 4:55
"3,088",0,2,131,0.231908333,6.96E-02,0,0.3,0.38,C,1,3/5/2020 4:56
"3,089",0,2,131,0.240241667,7.21E-02,0,0.3,0.38,C,1,3/5/2020 4:56
"3,090",0,2,131,0.248575,7.46E-02,0,0.3,0.39,C,1,3/5/2020 4:57
"3,091",0,2,131,0.256908333,7.71E-02,0,0.3,0.39,C,1,3/5/2020 4:57
"3,092",0,2,131,0.265241667,7.96E-02,0,0.3,0.39,C,1,3/5/2020 4:58
"3,093",0,2,131,0.273575,8.21E-02,0,0.3,0.39,C,1,3/5/2020 4:58
"3,094",0,2,131,0.281908333,8.46E-02,0,0.3,0.39,C,1,3/5/2020 4:59
"3,095",0,2,131,0.290241667,8.71E-02,0,0.3,0.39,C,1,3/5/2020 4:59
"3,096",0,2,131,0.298575,8.96E-02,0,0.3,0.39,C,1,3/5/2020 5:00
"3,097",0,2,131,0.306908333,9.21E-02,0,0.3,0.39,C,1,3/5/2020 5:00
"3,098",0,2,131,0.315241667,9.46E-02,0,0.3,0.39,C,1,3/5/2020 5:01
"3,099",0,2,131,0.323575,9.71E-02,0,0.3,0.39,C,1,3/5/2020 5:01
"3,100",0,2,131,0.331908333,9.96E-02,0,0.3,0.39,C,1,3/5/2020 5:02
"3,101",0,2,131,0.340241667,1.02E-01,0,0.3,0.39,C,1,3/5/2020 5:02
"3,102",0,2,131,0.348575,1.05E-01,0,0.3,0.39,C,1,3/5/2020 5:03
"3,103",0,2,131,0.356908333,1.07E-01,0,0.3,0.39,C,1,3/5/2020 5:03
"3,104",0,2,131,0.365241667,1.10E-01,0,0.3,0.39,C,1,3/5/2020 5:04
"3,105",0,2,131,0.373575,1.12E-01,0,0.3,0.39,C,1,3/5/2020 5:04
"3,106",0,2,131,0.381908333,1.15E-01,0,0.3,0.4,C,1,3/5/2020 5:05
"3,107",0,2,131,0.390241667,1.17E-01,0,0.3,0.4,C,1,3/5/2020 5:05
"3,108",0,2,131,0.398575,1.20E-01,0,0.3,0.4,C,1,3/5/2020 5:06
"3,109",0,2,131,0.406908333,1.22E-01,0,0.3,0.4,C,1,3/5/2020 5:06
"3,110",0,2,131,0.415241667,1.25E-01,0,0.3,0.4,C,1,3/5/2020 5:07
"3,111",0,2,131,0.423575,1.27E-01,0,0.3,0.4,C,1,3/5/2020 5:07
"3,112",0,2,131,0.431908333,1.30E-01,0,0.3,0.4,C,1,3/5/2020 5:08
"3,113",0,2,131,0.440241667,1.32E-01,0,0.3,0.4,C,1,3/5/2020 5:08
"3,114",0,2,131,0.448575,1.35E-01,0,0.3,0.4,C,1,3/5/2020 5:09
"3,115",0,2,131,0.456908333,1.37E-01,0,0.3,0.4,C,1,3/5/2020 5:09
"3,116",0,2,131,0.465241667,1.40E-01,0,0.3,0.4,C,1,3/5/2020 5:10
"3,117",0,2,131,0.473575,1.42E-01,0,0.3,0.4,C,1,3/5/2020 5:10
"3,118",0,2,131,0.481908333,1.45E-01,0,0.3,0.4,C,1,3/5/2020 5:11
"3,119",0,2,131,0.490241667,1.47E-01,0,0.3,0.41,C,1,3/5/2020 5:11
"3,120",0,2,131,0.498575,1.50E-01,0,0.3,0.41,C,1,3/5/2020 5:12
"3,121",0,2,131,0.506908333,1.52E-01,0,0.3,0.41,C,1,3/5/2020 5:12
"3,122",0,2,131,0.515241667,1.55E-01,0,0.3,0.41,C,1,3/5/2020 5:13
"3,123",0,2,131,0.523575,1.57E-01,0,0.3,0.41,C,1,3/5/2020 5:13
"3,124",0,2,131,0.531908333,1.60E-01,0,0.3,0.41,C,1,3/5/2020 5:14
"3,125",0,2,131,0.540241667,1.62E-01,0,0.3,0.41,C,1,3/5/2020 5:14
"3,126",0,2,131,0.548575,1.65E-01,0,0.3,0.41,C,1,3/5/2020 5:15
"3,127",0,2,131,0.556908333,1.67E-01,0,0.3,0.41,C,1,3/5/2020 5:15
"3,128",0,2,131,0.565241667,1.70E-01,0,0.3,0.41,C,1,3/5/2020 5:16
"3,129",0,2,131,0.573575,1.72E-01,0,0.3,0.41,C,1,3/5/2020 5:16
"3,130",0,2,131,0.581908333,1.75E-01,0,0.3,0.42,C,1,3/5/2020 5:17
"3,131",0,2,131,0.590241667,1.77E-01,0,0.3,0.42,C,1,3/5/2020 5:17
"3,132",0,2,131,0.598575,1.80E-01,0,0.3,0.42,C,1,3/5/2020 5:18
"3,133",0,2,131,0.606908333,1.82E-01,0,0.3,0.42,C,1,3/5/2020 5:18
"3,134",0,2,131,0.615241667,1.85E-01,0,0.3,0.42,C,1,3/5/2020 5:19
"3,135",0,2,131,0.623575,1.87E-01,0,0.3,0.42,C,1,3/5/2020 5:19
"3,136",0,2,131,0.631908333,1.90E-01,0,0.3,0.42,C,1,3/5/2020 5:20
"3,137",0,2,131,0.640241667,1.92E-01,0,0.3,0.42,C,1,3/5/2020 5:20
"3,138",0,2,131,0.648575,1.95E-01,0,0.3,0.42,C,1,3/5/2020 5:21
"3,139",0,2,131,0.656908333,1.97E-01,0,0.3,0.42,C,1,3/5/2020 5:21
"3,140",0,2,131,0.665241667,2.00E-01,0,0.3,0.43,C,1,3/5/2020 5:22
"3,141",0,2,131,0.673575,2.02E-01,0,0.3,0.43,C,1,3/5/2020 5:22
"3,142",0,2,131,0.681908333,2.05E-01,0,0.3,0.43,C,1,3/5/2020 5:23
"3,143",0,2,131,0.690241667,2.07E-01,0,0.3,0.43,C,1,3/5/2020 5:23
"3,144",0,2,131,0.698575,2.10E-01,0,0.3,0.43,C,1,3/5/2020 5:24
"3,145",0,2,131,0.706908333,2.12E-01,0,0.3,0.43,C,1,3/5/2020 5:24
"3,146",0,2,131,0.715241667,2.15E-01,0,0.3,0.43,C,1,3/5/2020 5:25
"3,147",0,2,131,0.723575,2.17E-01,0,0.3,0.43,C,1,3/5/2020 5:25
"3,148",0,2,132,0.731908333,2.20E-01,0,0.3,0.43,C,1,3/5/2020 5:26
"3,149",0,2,132,0.740241667,2.22E-01,0,0.3,0.43,C,1,3/5/2020 5:26
"3,150",0,2,132,0.748575,2.25E-01,0,0.3,0.44,C,1,3/5/2020 5:27
"3,151",0,2,132,0.756908333,2.27E-01,0,0.3,0.44,C,1,3/5/2020 5:27
"3,152",0,2,132,0.765241667,2.30E-01,0,0.3,0.44,C,1,3/5/2020 5:28
"3,153",0,2,132,0.773575,2.32E-01,0,0.3,0.44,C,1,3/5/2020 5:28
"3,154",0,2,132,0.781908333,2.35E-01,0,0.3,0.44,C,1,3/5/2020 5:29
"3,155",0,2,132,0.790241667,2.37E-01,0,0.3,0.44,C,1,3/5/2020 5:29
"3,156",0,2,132,0.798575,2.40E-01,0,0.3,0.44,C,1,3/5/2020 5:30
"3,157",0,2,132,0.806908333,2.42E-01,0,0.3,0.44,C,1,3/5/2020 5:30
"3,158",0,2,132,0.815241667,2.45E-01,0,0.3,0.44,C,1,3/5/2020 5:31
"3,159",0,2,132,0.823575,2.47E-01,0,0.3,0.45,C,1,3/5/2020 5:31
"3,160",0,2,132,0.831908333,2.50E-01,0,0.3,0.45,C,1,3/5/2020 5:32
"3,161",0,2,132,0.840241667,2.52E-01,0,0.3,0.45,C,1,3/5/2020 5:32
"3,162",0,2,132,0.848575,2.55E-01,0,0.3,0.45,C,1,3/5/2020 5:33
"3,163",0,2,132,0.856908333,2.57E-01,0,0.3,0.45,C,1,3/5/2020 5:33
"3,164",0,2,132,0.865241667,2.60E-01,0,0.3,0.45,C,1,3/5/2020 5:34
"3,165",0,2,132,0.873575,2.62E-01,0,0.3,0.45,C,1,3/5/2020 5:34
"3,166",0,2,132,0.881908333,2.65E-01,0,0.3,0.45,C,1,3/5/2020 5:35
"3,167",0,2,132,0.890241667,2.67E-01,0,0.3,0.45,C,1,3/5/2020 5:35
"3,168",0,2,132,0.898575,2.70E-01,0,0.3,0.46,C,1,3/5/2020 5:36
"3,169",0,2,132,0.906908333,2.72E-01,0,0.3,0.46,C,1,3/5/2020 5:36
"3,170",0,2,132,0.915241667,2.75E-01,0,0.3,0.46,C,1,3/5/2020 5:37
"3,171",0,2,132,0.923575,2.77E-01,0,0.3,0.46,C,1,3/5/2020 5:37
"3,172",0,2,132,0.931908333,2.80E-01,0,0.3,0.46,C,1,3/5/2020 5:38
"3,173",0,2,132,0.940241667,2.82E-01,0,0.3,0.46,C,1,3/5/2020 5:38
"3,174",0,2,132,0.948575,2.85E-01,0,0.3,0.46,C,1,3/5/2020 5:39
"3,175",0,2,132,0.956908333,2.87E-01,0,0.3,0.46,C,1,3/5/2020 5:39
"3,176",0,2,132,0.965241667,2.90E-01,0,0.3,0.46,C,1,3/5/2020 5:40
"3,177",0,2,132,0.973575,2.92E-01,0,0.3,0.46,C,1,3/5/2020 5:40
"3,178",0,2,132,0.981908333,2.95E-01,0,0.3,0.47,C,1,3/5/2020 5:41
"3,179",0,2,132,0.990241667,2.97E-01,0,0.3,0.47,C,1,3/5/2020 5:41
"3,180",0,2,132,0.998575,3.00E-01,0,0.3,0.47,C,1,3/5/2020 5:42
"3,181",0,2,132,1.006908333,3.02E-01,0,0.3,0.47,C,1,3/5/2020 5:42
"3,182",0,2,132,1.015241667,3.05E-01,0,0.3,0.47,C,1,3/5/2020 5:43
"3,183",0,2,132,1.023575,3.07E-01,0,0.3,0.47,C,1,3/5/2020 5:43
"3,184",0,2,132,1.031908333,3.10E-01,0,0.3,0.47,C,1,3/5/2020 5:44
"3,185",0,2,132,1.040241667,3.12E-01,0,0.3,0.48,C,1,3/5/2020 5:44
"3,186",0,2,132,1.048575,3.15E-01,0,0.3,0.48,C,1,3/5/2020 5:45
"3,187",0,2,132,1.056908333,3.17E-01,0,0.3,0.48,C,1,3/5/2020 5:45
"3,188",0,2,132,1.065241667,3.20E-01,0,0.3,0.48,C,1,3/5/2020 5:46
"3,189",0,2,132,1.073575,3.22E-01,0,0.3,0.48,C,1,3/5/2020 5:46
"3,190",0,2,132,1.081908333,3.25E-01,0,0.3,0.48,C,1,3/5/2020 5:47
"3,191",0,2,132,1.090241667,3.27E-01,0,0.3,0.48,C,1,3/5/2020 5:47
"3,192",0,2,132,1.098575,3.30E-01,0,0.3,0.49,C,1,3/5/2020 5:48
"3,193",0,2,132,1.106908333,3.32E-01,0,0.3,0.49,C,1,3/5/2020 5:48
"3,194",0,2,132,1.108333333,3.32E-01,0,0.3,0.49,C,129,3/5/2020 5:49
"3,195",0,3,132,0.000002778,0.00E+00,0,0,0.46,R,0,3/5/2020 5:49
"3,196",0,3,132,0.000244444,0.00E+00,0,0,0.45,R,5,3/5/2020 5:49
"3,197",0,3,132,0.001125,0.00E+00,0,0,0.44,R,5,3/5/2020 5:49
"3,198",0,3,132,0.003333333,0.00E+00,0,0,0.43,R,5,3/5/2020 5:49
"3,199",0,3,132,0.008427778,0.00E+00,0,0,0.42,R,5,3/5/2020 5:49
"3,200",0,3,132,0.019494444,0.00E+00,0,0,0.41,R,5,3/5/2020 5:50
"3,201",0,3,132,0.043866667,0.00E+00,0,0,0.4,R,5,3/5/2020 5:51
"3,202",0,3,132,0.097780556,0.00E+00,0,0,0.39,R,5,3/5/2020 5:54
"3,203",0,3,132,0.181113889,0.00E+00,0,0,0.38,R,1,3/5/2020 5:59
"3,204",0,3,132,0.264447222,0.00E+00,0,0,0.38,R,1,3/5/2020 6:04
"3,205",0,3,132,0.347780556,0.00E+00,0,0,0.37,R,1,3/5/2020 6:09
"3,206",0,3,132,0.431113889,0.00E+00,0,0,0.37,R,1,3/5/2020 6:14
"3,207",0,3,132,0.514447222,0.00E+00,0,0,0.37,R,1,3/5/2020 6:19
"3,208",0,3,132,0.597780556,0.00E+00,0,0,0.37,R,1,3/5/2020 6:24
"3,209",0,3,133,0.681113889,0.00E+00,0,0,0.37,R,1,3/5/2020 6:29
"3,210",0,3,133,0.764447222,0.00E+00,0,0,0.37,R,1,3/5/2020 6:34
"3,211",0,3,133,0.847780556,0.00E+00,0,0,0.37,R,1,3/5/2020 6:39
"3,212",0,3,133,0.931113889,0.00E+00,0,0,0.36,R,1,3/5/2020 6:44
"3,213",0,3,133,1.014447222,0.00E+00,0,0,0.36,R,1,3/5/2020 6:49
"3,214",0,3,133,1.097780556,0.00E+00,0,0,0.36,R,1,3/5/2020 6:54
"3,215",0,3,133,1.181113889,0.00E+00,0,0,0.36,R,1,3/5/2020 6:59
